1690190760;97;60
1690190820;98;57
1690190880;101;52
1690190940;99;52
1690191000;95;53
1690191060;95;52
1690191120;95;50
1690191180;93;51
1690191240;92;48
1690191300;98;49
1690191360;95;51
1690191420;91;50
1690191480;90;48
1690191540;91;47
1690191600;93;43
1690191660;99;42
1690191720;101;44
1690191780;94;44
1690191840;91;48
1690191900;90;47
