1690197960;97;60
1690198020;98;57
1690198080;101;52
1690198140;99;52
1690198200;95;53
1690198260;95;52
1690198320;95;50
1690198380;93;51
1690198440;92;48
1690198500;98;49
1690198560;95;51
1690198620;91;50
1690198680;90;48
1690198740;91;47
1690198800;93;43
1690198860;99;42
1690198920;101;44
1690198980;94;44
1690199040;91;48
1690199100;90;47
